Student_ID,Age,Gender,Academic_Level,Country,Avg_Daily_Usage_Hours,Most_Used_Platform,Affects_Academic_Performance,Sleep_Hours_Per_Night,Mental_Health_Score,Relationship_Status,Conflicts_Over_Social_Media,Addicted_Score,Purpose of Use,Number of Platforms Used,Device Used Most,Parental Monitoring,Academic Performance,Daily Study Hours,Year of Study,Region,Year_Of_Admission
179,20,Female,Undergraduate,Bangladesh,4.7,Instagram,Yes,6.8,5,Single,3,7,Socializing,2,Laptop,Sometimes,Poor,3,1st Year,North,2024
180,22,Male,Graduate,India,5,Facebook,No,7.6,7,In Relationship,2,6,Socializing,2,Mobile,Sometimes,Poor,2,2nd Year,North,2020
181,19,Female,Undergraduate,Nepal,5.8,Whatsapp,Yes,5.4,6,Single,4,8,Other,4,Laptop,No,Excellent,1,1st Year,South,2025
182,21,Male,Graduate,Pakistan,4.4,Instagram,Yes,6.9,5,In Relationship,3,7,Education,1,Desktop,No,Average,2,3rd Year,North,2020
183,20,Female,Undergraduate,Sri Lanka,4.8,Facebook,No,7.7,7,Single,2,5,Other,1,Tablet,Yes,Good,1,1st Year,Central,2023
184,22,Male,Graduate,Maldives,5.1,Whatsapp,Yes,5.3,6,In Relationship,4,8,News,3,Desktop,Yes,Good,4,2nd Year,East,2022
185,19,Female,Undergraduate,Bangladesh,4.6,Instagram,Yes,7,5,Single,3,7,Other,5,Laptop,Sometimes,Excellent,5,4th Year,West,2023
186,21,Male,Graduate,India,4.9,Facebook,No,7.8,7,In Relationship,2,6,Other,3,Desktop,Sometimes,Average,2,1st Year,East,2021
187,20,Female,Undergraduate,Nepal,5.9,Whatsapp,Yes,5.2,6,Single,4,8,Education,5,Desktop,Sometimes,Excellent,3,3rd Year,West,2020
188,22,Male,Graduate,Pakistan,4.3,Instagram,Yes,7.1,5,In Relationship,3,7,Other,3,Mobile,Yes,Good,3,3rd Year,East,2020
189,19,Female,Undergraduate,Sri Lanka,4.7,Facebook,No,7.9,7,Single,2,5,News,1,Mobile,Sometimes,Good,2,3rd Year,East,2020
190,21,Male,Graduate,Maldives,5,Whatsapp,Yes,5.1,6,In Relationship,4,8,News,3,Desktop,Sometimes,Poor,4,1st Year,North,2020
191,20,Female,Undergraduate,Bangladesh,4.5,Instagram,Yes,7.2,5,Single,3,7,Entertainment,3,Desktop,Sometimes,Excellent,5,3rd Year,East,2022
192,22,Male,Graduate,India,4.8,Facebook,No,8,7,In Relationship,2,6,Socializing,4,Desktop,No,Average,2,4th Year,East,2024
193,19,Female,Undergraduate,Nepal,6,Whatsapp,Yes,5,6,Single,4,8,Education,5,Mobile,Sometimes,Good,3,2nd Year,East,2025
194,21,Male,Graduate,Pakistan,4.2,Instagram,Yes,7.3,5,In Relationship,3,7,Other,2,Laptop,No,Average,3,4th Year,South,2025
195,20,Female,Undergraduate,Sri Lanka,4.6,Facebook,No,8.1,7,Single,2,5,Education,4,Mobile,Yes,Average,5,4th Year,South,2025
196,22,Male,Graduate,Maldives,4.9,Whatsapp,Yes,4.9,6,In Relationship,4,8,Socializing,1,Laptop,Sometimes,Good,4,2nd Year,North,2020
197,19,Female,Undergraduate,Bangladesh,4.4,Instagram,Yes,7.4,5,Single,3,7,Entertainment,5,Desktop,Sometimes,Average,4,1st Year,North,2025
198,21,Male,Graduate,India,4.7,Facebook,No,8.2,7,In Relationship,2,6,Entertainment,3,Tablet,Yes,Good,2,3rd Year,North,2025
199,20,Female,Undergraduate,Nepal,6.1,Whatsapp,Yes,4.8,6,Single,4,8,Education,1,Desktop,No,Good,5,1st Year,East,2020
200,22,Male,Graduate,Pakistan,4.1,Instagram,Yes,7.5,5,In Relationship,3,7,Other,2,Laptop,No,Excellent,4,4th Year,Central,2024
201,19,Female,Undergraduate,Sri Lanka,4.5,Facebook,No,8.3,7,Single,2,5,News,1,Desktop,Sometimes,Poor,1,2nd Year,South,2023
202,21,Male,Graduate,Maldives,4.8,Whatsapp,Yes,4.7,6,In Relationship,4,8,Other,1,Mobile,Yes,Poor,2,4th Year,Central,2022
203,20,Female,Undergraduate,Bangladesh,4.3,Instagram,Yes,7.6,5,Single,3,7,Entertainment,1,Laptop,Yes,Poor,3,3rd Year,East,2021
204,22,Male,Graduate,India,4.6,Facebook,No,8.4,7,In Relationship,2,6,Other,5,Laptop,No,Good,3,3rd Year,East,2020
205,19,Female,Undergraduate,Nepal,6.2,Whatsapp,Yes,4.6,6,Single,4,8,Other,3,Mobile,No,Average,2,2nd Year,East,2021
206,21,Male,Graduate,Pakistan,4,Instagram,Yes,7.7,5,In Relationship,3,7,Other,4,Desktop,No,Good,1,2nd Year,South,2024
207,20,Female,Undergraduate,Sri Lanka,4.4,Facebook,No,8.5,7,Single,2,5,Entertainment,5,Desktop,Sometimes,Average,2,3rd Year,West,2021
208,22,Male,Graduate,Maldives,4.7,Whatsapp,Yes,4.5,6,In Relationship,4,8,Socializing,3,Desktop,Yes,Average,5,3rd Year,South,2022
209,19,Female,Undergraduate,Bangladesh,4.2,Instagram,Yes,7.8,5,Single,3,7,Socializing,1,Tablet,Yes,Poor,1,1st Year,West,2024
210,21,Male,Graduate,India,4.5,Facebook,No,8.6,7,In Relationship,2,6,Education,2,Tablet,Sometimes,Poor,2,4th Year,Central,2025
211,20,Female,Undergraduate,Nepal,6.3,Whatsapp,Yes,4.4,6,Single,4,8,Socializing,5,Desktop,Sometimes,Excellent,5,3rd Year,South,2022
212,22,Male,Graduate,Pakistan,3.9,Instagram,Yes,7.9,5,In Relationship,3,7,News,4,Mobile,No,Excellent,4,4th Year,South,2023
213,19,Female,Undergraduate,Sri Lanka,4.3,Facebook,No,8.7,7,Single,2,5,Education,4,Tablet,Yes,Poor,5,3rd Year,Central,2024
214,21,Male,Graduate,Maldives,4.6,Whatsapp,Yes,4.3,6,In Relationship,4,8,News,3,Laptop,Yes,Excellent,3,3rd Year,South,2024
215,20,Female,Undergraduate,Bangladesh,4.1,Instagram,Yes,8,5,Single,3,7,Other,3,Desktop,Yes,Poor,2,3rd Year,Central,2021
216,22,Male,Graduate,India,4.4,Facebook,No,8.8,7,In Relationship,2,6,Education,1,Tablet,No,Poor,4,2nd Year,Central,2022
217,19,Female,Undergraduate,Nepal,6.4,Whatsapp,Yes,4.2,6,Single,4,8,Socializing,4,Tablet,Yes,Poor,2,1st Year,North,2024
218,21,Male,Graduate,Pakistan,3.8,Instagram,Yes,8.1,5,In Relationship,3,7,News,5,Mobile,Yes,Excellent,4,2nd Year,West,2025
219,20,Female,Undergraduate,Sri Lanka,4.2,Facebook,No,8.9,7,Single,2,5,Socializing,2,Laptop,Sometimes,Average,3,4th Year,North,2023
220,22,Male,Graduate,Maldives,4.5,Whatsapp,Yes,4.1,6,In Relationship,4,8,News,5,Tablet,Sometimes,Excellent,2,3rd Year,East,2024
221,19,Female,Undergraduate,USA,6.5,Instagram,Yes,6,5,Single,4,9,Entertainment,2,Desktop,No,Average,4,3rd Year,West,2021
222,21,Male,Graduate,UK,5.8,Whatsapp,Yes,6.5,6,In Relationship,3,7,News,3,Desktop,Yes,Average,3,3rd Year,North,2020
223,20,Female,Undergraduate,Australia,4.5,Instagram,No,7.5,8,Single,2,5,Other,1,Laptop,Sometimes,Good,3,1st Year,West,2020
224,22,Male,Graduate,Germany,4.2,Facebook,No,7.8,7,In Relationship,2,4,News,5,Desktop,No,Good,1,1st Year,East,2022
225,19,Female,Undergraduate,Japan,3.8,LINE,No,7.9,8,Single,1,3,News,5,Tablet,Sometimes,Poor,3,2nd Year,Central,2024
226,21,Male,Graduate,Italy,5.5,Instagram,Yes,6.8,6,Single,3,7,Education,4,Tablet,No,Poor,1,1st Year,East,2025
227,20,Female,Undergraduate,South Korea,5.2,KakaoTalk,Yes,6.5,6,In Relationship,3,6,Socializing,4,Tablet,No,Good,2,2nd Year,North,2025
228,22,Male,Graduate,Russia,4.8,VKontakte,No,7.2,7,Single,2,5,Education,5,Tablet,Sometimes,Excellent,2,3rd Year,East,2023
229,19,Female,Undergraduate,USA,7,Whatsapp,Yes,5.8,4,In Relationship,4,9,Socializing,3,Tablet,Yes,Average,5,2nd Year,West,2021
230,21,Male,Graduate,UK,5.5,Instagram,Yes,6.7,6,Single,3,7,News,3,Laptop,Sometimes,Average,4,1st Year,West,2021
231,20,Female,Undergraduate,Australia,4.7,Facebook,No,7.4,7,In Relationship,2,5,News,1,Desktop,Yes,Good,1,3rd Year,South,2023
232,22,Male,Graduate,Germany,4,Instagram,No,7.9,8,Single,1,4,Other,2,Tablet,Sometimes,Excellent,5,1st Year,South,2020
233,19,Female,Undergraduate,Japan,3.5,LINE,No,8,8,Single,1,3,News,2,Laptop,Yes,Good,3,4th Year,Central,2023
234,21,Male,Graduate,Italy,5.7,Whatsapp,Yes,6.5,5,In Relationship,3,8,Socializing,5,Mobile,Yes,Excellent,4,1st Year,East,2025
235,20,Female,Undergraduate,South Korea,5,KakaoTalk,Yes,6.8,6,Single,3,6,Other,2,Tablet,No,Average,3,1st Year,West,2024
236,22,Male,Graduate,Russia,4.5,VKontakte,No,7.4,7,In Relationship,2,5,Socializing,5,Tablet,Yes,Excellent,5,2nd Year,North,2020
237,19,Female,Undergraduate,USA,6.8,Instagram,Yes,5.9,4,Single,4,9,Socializing,5,Tablet,No,Excellent,1,1st Year,South,2024
238,21,Male,Graduate,UK,5.6,Facebook,Yes,6.6,6,In Relationship,3,7,News,3,Tablet,Yes,Average,2,2nd Year,South,2023
239,20,Female,Undergraduate,Australia,4.6,Instagram,No,7.3,7,Single,2,5,Education,4,Mobile,No,Good,3,3rd Year,Central,2024
240,22,Male,Graduate,Germany,4.1,Facebook,No,7.7,8,In Relationship,2,4,Other,5,Tablet,No,Poor,5,2nd Year,South,2023
241,19,Female,Undergraduate,Japan,3.7,LINE,No,7.8,8,Single,1,3,Socializing,4,Laptop,No,Poor,2,3rd Year,South,2024
242,21,Male,Graduate,Italy,5.4,Instagram,Yes,6.7,5,Single,3,7,News,4,Mobile,Sometimes,Excellent,5,2nd Year,East,2025
243,20,Female,Undergraduate,South Korea,5.1,KakaoTalk,Yes,6.6,6,In Relationship,3,6,News,3,Laptop,Sometimes,Poor,4,4th Year,South,2021
244,22,Male,Graduate,Russia,4.7,VKontakte,No,7.3,7,Single,2,5,Socializing,3,Laptop,No,Poor,1,2nd Year,South,2021
245,19,Female,Undergraduate,USA,6.9,Whatsapp,Yes,5.7,4,In Relationship,4,9,Other,4,Laptop,Sometimes,Excellent,3,4th Year,North,2025
246,21,Male,Graduate,UK,5.7,Instagram,Yes,6.4,6,Single,3,7,News,1,Desktop,No,Excellent,3,1st Year,East,2024
247,20,Female,Undergraduate,Australia,4.8,Facebook,No,7.2,7,In Relationship,2,5,Entertainment,1,Laptop,Yes,Average,3,2nd Year,North,2025
248,22,Male,Graduate,Germany,3.9,Instagram,No,7.8,8,Single,1,4,Other,4,Mobile,Yes,Good,1,3rd Year,East,2021
249,19,Female,Undergraduate,Japan,3.6,LINE,No,8.1,8,Single,1,3,Education,2,Tablet,Sometimes,Good,2,3rd Year,Central,2021
250,21,Male,Graduate,Italy,5.6,Whatsapp,Yes,6.6,5,In Relationship,3,8,Other,5,Tablet,Yes,Poor,2,2nd Year,East,2024
251,20,Female,Undergraduate,South Korea,4.9,KakaoTalk,Yes,6.9,6,Single,3,6,Other,1,Laptop,No,Excellent,3,2nd Year,West,2022
252,22,Male,Graduate,Russia,4.6,VKontakte,No,7.5,7,In Relationship,2,5,Socializing,3,Mobile,Yes,Average,3,1st Year,North,2025
253,19,Female,Undergraduate,USA,6.7,Instagram,Yes,5.8,4,Single,4,9,Other,4,Desktop,Sometimes,Good,5,1st Year,North,2025
254,21,Male,Graduate,UK,5.4,Facebook,Yes,6.5,6,In Relationship,3,7,News,5,Desktop,Sometimes,Good,1,4th Year,South,2021
255,20,Female,Undergraduate,Australia,4.4,Instagram,No,7.4,7,Single,2,5,Entertainment,3,Tablet,Yes,Good,2,3rd Year,Central,2024
256,22,Male,Graduate,Germany,4,Facebook,No,7.6,8,In Relationship,2,4,Socializing,3,Desktop,No,Average,1,1st Year,South,2023
257,19,Female,Undergraduate,Japan,3.4,LINE,No,8.2,8,Single,1,3,News,5,Tablet,Sometimes,Good,1,3rd Year,North,2021
258,21,Male,Graduate,Italy,5.3,Instagram,Yes,6.8,5,Single,3,7,Socializing,1,Tablet,No,Average,2,2nd Year,South,2023
259,20,Female,Undergraduate,South Korea,5,KakaoTalk,Yes,6.7,6,In Relationship,3,6,Other,1,Laptop,Yes,Average,5,4th Year,East,2025
260,22,Male,Graduate,Russia,4.4,VKontakte,No,7.6,7,Single,2,5,Socializing,2,Tablet,Yes,Excellent,3,3rd Year,East,2024
261,19,Female,Undergraduate,USA,6.6,Whatsapp,Yes,5.6,4,In Relationship,4,9,News,4,Mobile,Yes,Poor,2,2nd Year,South,2025
262,21,Male,Graduate,UK,5.3,Instagram,Yes,6.3,6,Single,3,7,Entertainment,4,Tablet,Yes,Good,4,1st Year,South,2023
263,20,Female,Undergraduate,Australia,4.3,Facebook,No,7.5,7,In Relationship,2,5,Education,5,Tablet,Sometimes,Poor,2,1st Year,West,2022
264,22,Male,Graduate,Germany,3.8,Instagram,No,7.7,8,Single,1,4,Entertainment,5,Mobile,Yes,Excellent,5,4th Year,North,2020
265,19,Female,Undergraduate,Japan,3.3,LINE,No,8.3,8,Single,1,3,Entertainment,1,Tablet,No,Poor,4,3rd Year,North,2023
266,21,Male,Graduate,Italy,5.2,Whatsapp,Yes,6.9,5,In Relationship,3,8,Other,5,Laptop,No,Average,1,2nd Year,South,2020
267,20,Female,Undergraduate,South Korea,4.8,KakaoTalk,Yes,7,6,Single,3,6,News,4,Tablet,Sometimes,Good,3,2nd Year,Central,2023
268,22,Male,Graduate,Russia,4.3,VKontakte,No,7.7,7,In Relationship,2,5,Education,5,Desktop,Sometimes,Excellent,2,2nd Year,East,2021
269,19,Female,Undergraduate,USA,6.4,Instagram,Yes,5.7,4,Single,4,9,Education,3,Laptop,Yes,Average,4,3rd Year,South,2020
270,21,Male,Graduate,UK,5.2,Facebook,Yes,6.4,6,In Relationship,3,7,Entertainment,4,Tablet,Sometimes,Good,4,1st Year,East,2025
271,20,Female,Undergraduate,Australia,4.5,Instagram,No,7.3,7,Single,2,5,News,4,Tablet,Sometimes,Average,1,2nd Year,West,2023
272,22,Male,Graduate,Germany,3.7,Facebook,No,7.8,8,In Relationship,1,4,Other,5,Laptop,No,Poor,3,2nd Year,Central,2020
273,19,Female,Undergraduate,Japan,3.2,LINE,No,8.4,8,Single,1,3,Entertainment,5,Mobile,Sometimes,Average,5,2nd Year,Central,2025
274,21,Male,Graduate,Italy,5.4,Instagram,Yes,6.7,5,Single,3,7,Socializing,4,Laptop,Sometimes,Poor,2,2nd Year,East,2024
275,20,Female,Undergraduate,South Korea,4.7,KakaoTalk,Yes,7.1,6,In Relationship,3,6,Other,1,Mobile,No,Average,4,1st Year,Central,2023
276,22,Male,Graduate,Russia,4.2,VKontakte,No,7.8,7,Single,2,5,Socializing,1,Mobile,Yes,Excellent,4,1st Year,West,2022
277,19,Female,Undergraduate,USA,6.6,Whatsapp,Yes,5.5,4,In Relationship,4,9,Education,2,Laptop,Sometimes,Poor,1,4th Year,North,2023
278,21,Male,Graduate,UK,5.1,Instagram,Yes,6.5,6,Single,3,7,Socializing,3,Tablet,Sometimes,Poor,2,2nd Year,West,2024
279,20,Female,Undergraduate,Australia,4.4,Facebook,No,7.4,7,In Relationship,2,5,Other,5,Laptop,Yes,Excellent,1,2nd Year,Central,2021
280,22,Male,Graduate,Germany,3.6,Instagram,No,7.9,8,Single,1,4,Socializing,3,Desktop,Sometimes,Poor,4,2nd Year,East,2021
281,19,Female,Undergraduate,Japan,3.1,LINE,No,8.5,8,Single,1,3,Other,4,Mobile,Yes,Average,4,2nd Year,Central,2024
282,21,Male,Graduate,Italy,5.3,Whatsapp,Yes,6.8,5,In Relationship,3,8,Socializing,4,Tablet,Yes,Good,4,1st Year,West,2020
283,20,Female,Undergraduate,South Korea,4.6,KakaoTalk,Yes,7.2,6,Single,3,6,News,1,Laptop,Yes,Average,2,4th Year,North,2023
284,22,Male,Graduate,Russia,4.1,VKontakte,No,7.9,7,In Relationship,2,5,Socializing,3,Mobile,Yes,Excellent,3,1st Year,Central,2020
285,19,Female,Undergraduate,USA,6.7,Instagram,Yes,5.4,4,Single,4,9,Education,5,Desktop,Sometimes,Excellent,4,1st Year,Central,2023
286,21,Male,Graduate,UK,5,Facebook,Yes,6.6,6,In Relationship,3,7,News,1,Desktop,Sometimes,Average,2,4th Year,West,2022
287,20,Female,Undergraduate,Australia,4.3,Instagram,No,7.5,7,Single,2,5,Other,2,Desktop,Yes,Average,1,1st Year,North,2023
288,22,Male,Graduate,Germany,3.5,Facebook,No,8,8,In Relationship,1,4,Other,1,Desktop,No,Excellent,4,4th Year,East,2020
289,19,Female,Undergraduate,Japan,3,LINE,No,8.6,8,Single,1,3,Socializing,5,Desktop,No,Excellent,1,4th Year,West,2020
290,21,Male,Graduate,Italy,5.2,Instagram,Yes,6.9,5,Single,3,7,Education,3,Mobile,Yes,Excellent,1,2nd Year,South,2020
291,20,Female,Undergraduate,South Korea,4.5,KakaoTalk,Yes,7.3,6,In Relationship,3,6,Education,1,Tablet,No,Average,2,4th Year,Central,2020
292,22,Male,Graduate,Russia,4,VKontakte,No,8,7,Single,2,5,Entertainment,2,Desktop,Sometimes,Average,3,4th Year,South,2021
293,19,Female,Undergraduate,USA,6.8,Whatsapp,Yes,5.3,4,In Relationship,4,9,Other,3,Laptop,Sometimes,Excellent,2,2nd Year,North,2024
294,21,Male,Graduate,UK,4.9,Instagram,Yes,6.7,6,Single,3,7,Socializing,1,Mobile,Yes,Good,1,1st Year,North,2022
295,20,Female,Undergraduate,Australia,4.2,Facebook,No,7.6,7,In Relationship,2,5,Entertainment,1,Laptop,Sometimes,Excellent,1,2nd Year,East,2020
296,22,Male,Graduate,Germany,3.4,Instagram,No,8.1,8,Single,1,4,Entertainment,3,Desktop,Yes,Good,4,1st Year,East,2020
297,19,Female,Undergraduate,Japan,2.9,LINE,No,8.7,8,Single,1,3,News,1,Laptop,Yes,Good,4,4th Year,Central,2020
298,21,Male,Graduate,Italy,5.1,Whatsapp,Yes,7,5,In Relationship,3,8,News,2,Laptop,Sometimes,Average,5,3rd Year,South,2023
299,20,Female,Undergraduate,South Korea,4.4,KakaoTalk,Yes,7.4,6,Single,3,6,Entertainment,1,Laptop,Yes,Excellent,3,3rd Year,Central,2020
300,22,Male,Graduate,Russia,3.9,VKontakte,No,8.1,7,In Relationship,2,5,Socializing,5,Desktop,No,Excellent,4,3rd Year,East,2024
301,19,Female,Undergraduate,USA,6.9,Instagram,Yes,5.2,4,Single,4,9,Entertainment,5,Tablet,No,Excellent,1,2nd Year,South,2020
302,21,Male,Graduate,UK,4.8,Facebook,Yes,6.8,6,In Relationship,3,7,News,5,Desktop,No,Excellent,2,4th Year,North,2020
303,20,Female,Undergraduate,Australia,4.1,Instagram,No,7.7,7,Single,2,5,Entertainment,5,Laptop,No,Poor,5,1st Year,West,2020
304,22,Male,Graduate,Germany,3.3,Facebook,No,8.2,8,In Relationship,1,4,Socializing,1,Desktop,Yes,Excellent,3,4th Year,Central,2022
305,19,Female,Undergraduate,Japan,2.8,LINE,No,8.8,8,Single,1,3,Education,4,Desktop,Yes,Excellent,5,4th Year,East,2022
306,21,Male,Graduate,Italy,5,Instagram,Yes,7.1,5,Single,3,7,Socializing,1,Mobile,Sometimes,Excellent,5,4th Year,South,2022
307,20,Female,Undergraduate,South Korea,4.3,KakaoTalk,Yes,7.5,6,In Relationship,3,6,News,3,Mobile,Sometimes,Good,4,2nd Year,North,2022
308,22,Male,Graduate,Russia,3.8,VKontakte,No,8.2,7,Single,2,5,Other,5,Desktop,Yes,Average,3,1st Year,West,2020
309,19,Female,Undergraduate,USA,7,Whatsapp,Yes,5.1,4,In Relationship,4,9,Socializing,1,Tablet,Sometimes,Good,3,1st Year,South,2021
310,21,Male,Graduate,UK,4.7,Instagram,Yes,6.9,6,Single,3,7,Education,4,Desktop,Sometimes,Excellent,1,3rd Year,North,2020
311,20,Female,Undergraduate,Australia,4,Facebook,No,7.8,7,In Relationship,2,5,Education,4,Tablet,No,Average,3,3rd Year,West,2024
312,22,Male,Graduate,Germany,3.2,Instagram,No,8.3,8,Single,1,4,Other,1,Desktop,No,Poor,1,1st Year,Central,2025
313,19,Female,Undergraduate,Japan,2.7,LINE,No,8.9,8,Single,1,3,Entertainment,2,Mobile,Yes,Good,5,4th Year,South,2024
314,21,Male,Graduate,Italy,4.9,Whatsapp,Yes,7.2,5,In Relationship,3,8,Other,2,Mobile,Yes,Average,2,1st Year,Central,2025
315,20,Female,Undergraduate,South Korea,4.2,KakaoTalk,Yes,7.6,6,Single,3,6,News,2,Tablet,No,Average,1,2nd Year,Central,2020
316,22,Male,Graduate,Russia,3.7,VKontakte,No,8.3,7,In Relationship,2,5,Education,5,Laptop,No,Good,3,1st Year,West,2020
317,19,Female,Undergraduate,USA,7.1,Instagram,Yes,5,4,Single,4,9,Other,2,Mobile,No,Average,2,1st Year,West,2022
318,21,Male,Graduate,UK,4.6,Facebook,Yes,7,6,In Relationship,3,7,Other,4,Laptop,Sometimes,Poor,3,1st Year,East,2024
319,20,Female,Undergraduate,Australia,3.9,Instagram,No,7.9,7,Single,2,5,News,1,Tablet,Sometimes,Excellent,1,2nd Year,South,2023
320,22,Male,Graduate,Germany,3.1,Facebook,No,8.4,8,In Relationship,1,4,News,3,Mobile,Sometimes,Poor,1,1st Year,North,2024
321,19,Female,Undergraduate,Spain,5.2,Instagram,Yes,6.8,6,Single,3,7,Education,3,Mobile,Yes,Excellent,3,1st Year,East,2022
322,21,Male,Graduate,Denmark,4.1,Facebook,No,7.8,8,In Relationship,2,4,Education,3,Mobile,Sometimes,Excellent,3,4th Year,Central,2021
323,20,Female,Undergraduate,Ireland,5,Instagram,Yes,7,7,Single,3,6,News,4,Laptop,No,Excellent,2,1st Year,East,2024
324,22,Male,Graduate,India,5.8,WhatsApp,Yes,6.5,5,In Relationship,4,8,News,5,Mobile,No,Poor,3,4th Year,East,2025
325,19,Female,Undergraduate,Switzerland,4,Instagram,No,7.9,8,Single,2,4,Education,2,Desktop,No,Good,3,4th Year,East,2023
326,21,Male,Graduate,Turkey,5.5,Instagram,Yes,6.7,6,Single,3,7,Education,3,Mobile,Yes,Average,2,3rd Year,North,2025
327,20,Female,Undergraduate,USA,6.8,Whatsapp,Yes,5.5,5,In Relationship,4,9,Entertainment,2,Laptop,Sometimes,Poor,1,3rd Year,East,2024
328,22,Male,Graduate,Mexico,5.6,WhatsApp,Yes,6.6,6,Single,3,7,News,1,Laptop,Sometimes,Good,5,4th Year,North,2023
329,19,Female,Undergraduate,France,4.5,Instagram,No,7.5,7,In Relationship,2,5,Other,1,Laptop,Yes,Excellent,4,1st Year,North,2025
330,21,Male,Graduate,Canada,5.3,Instagram,Yes,6.9,6,Single,3,7,Entertainment,5,Desktop,Sometimes,Average,1,2nd Year,Central,2023
331,20,Female,Undergraduate,Spain,5.1,Whatsapp,Yes,6.7,6,Single,3,7,Entertainment,3,Mobile,Yes,Poor,5,2nd Year,West,2021
332,22,Male,Graduate,Denmark,3.9,Facebook,No,7.9,8,In Relationship,2,4,News,3,Mobile,No,Good,4,3rd Year,East,2025
333,19,Female,Undergraduate,Ireland,4.8,Instagram,Yes,7.1,7,Single,3,6,Entertainment,5,Tablet,No,Good,5,3rd Year,East,2021
334,21,Male,Graduate,India,5.9,WhatsApp,Yes,6.4,5,In Relationship,4,8,Socializing,3,Laptop,Yes,Poor,2,2nd Year,North,2021
335,20,Female,Undergraduate,Switzerland,3.8,Instagram,No,8,8,Single,2,4,Entertainment,3,Tablet,Yes,Poor,1,1st Year,West,2020
336,22,Male,Graduate,Turkey,5.4,Whatsapp,Yes,6.8,6,Single,3,7,Education,5,Tablet,Yes,Excellent,1,2nd Year,North,2022
337,19,Female,Undergraduate,USA,6.9,Instagram,Yes,5.4,5,In Relationship,4,9,Socializing,3,Mobile,Sometimes,Average,1,2nd Year,East,2024
338,21,Male,Graduate,Mexico,5.7,WhatsApp,Yes,6.5,6,Single,3,7,Entertainment,4,Tablet,No,Excellent,3,4th Year,East,2024
339,20,Female,Undergraduate,France,4.4,Instagram,No,7.6,7,In Relationship,2,5,Education,2,Laptop,Sometimes,Average,3,4th Year,Central,2021
340,22,Male,Graduate,Canada,5.2,Whatsapp,Yes,7,6,Single,3,7,Other,2,Tablet,No,Poor,2,1st Year,West,2025
341,19,Female,Undergraduate,Spain,5,Instagram,Yes,6.9,6,Single,3,7,Education,1,Tablet,Sometimes,Excellent,4,1st Year,Central,2020
342,21,Male,Graduate,Denmark,3.8,Facebook,No,8,8,In Relationship,2,4,Other,4,Laptop,No,Good,5,4th Year,East,2020
343,20,Female,Undergraduate,Ireland,4.7,Whatsapp,Yes,7.2,7,Single,3,6,Entertainment,5,Mobile,Yes,Good,5,2nd Year,North,2022
344,22,Male,Graduate,India,6,WhatsApp,Yes,6.3,5,In Relationship,4,8,Socializing,3,Laptop,Yes,Average,4,4th Year,East,2020
345,19,Female,Undergraduate,Switzerland,3.7,Instagram,No,8.1,8,Single,2,4,News,2,Mobile,No,Poor,1,2nd Year,North,2020
346,21,Male,Graduate,Turkey,5.3,Instagram,Yes,6.9,6,Single,3,7,Entertainment,2,Tablet,No,Poor,3,4th Year,North,2024
347,20,Female,Undergraduate,USA,7,Whatsapp,Yes,5.3,5,In Relationship,4,9,News,1,Tablet,Sometimes,Good,4,1st Year,West,2020
348,22,Male,Graduate,Mexico,5.8,WhatsApp,Yes,6.4,6,Single,3,7,Other,3,Tablet,No,Excellent,2,1st Year,East,2023
349,19,Female,Undergraduate,France,4.3,Instagram,No,7.7,7,In Relationship,2,5,Entertainment,3,Laptop,Sometimes,Poor,2,4th Year,South,2021
350,21,Male,Graduate,Canada,5.1,Instagram,Yes,7.1,6,Single,3,7,Socializing,4,Mobile,No,Poor,4,1st Year,East,2024
351,20,Female,Undergraduate,Spain,4.9,Whatsapp,Yes,7,6,Single,3,7,Other,5,Desktop,No,Average,2,2nd Year,Central,2020
352,22,Male,Graduate,Denmark,3.7,Facebook,No,8.1,8,In Relationship,2,4,Education,3,Laptop,Yes,Average,4,1st Year,West,2022
353,19,Female,Undergraduate,Ireland,4.6,Instagram,Yes,7.3,7,Single,3,6,News,2,Desktop,Sometimes,Average,5,3rd Year,North,2020
354,21,Male,Graduate,India,6.1,WhatsApp,Yes,6.2,5,In Relationship,4,8,Socializing,4,Mobile,Sometimes,Poor,2,4th Year,East,2023
355,20,Female,Undergraduate,Switzerland,3.6,Instagram,No,8.2,8,Single,2,4,Education,5,Tablet,No,Good,1,1st Year,North,2025
356,22,Male,Graduate,Turkey,5.2,Whatsapp,Yes,7,6,Single,3,7,Entertainment,2,Laptop,Sometimes,Poor,3,2nd Year,South,2024
357,19,Female,Undergraduate,USA,7.1,Instagram,Yes,5.2,5,In Relationship,4,9,Education,1,Laptop,Yes,Poor,3,1st Year,East,2025
358,21,Male,Graduate,Mexico,5.9,WhatsApp,Yes,6.3,6,Single,3,7,News,2,Desktop,Sometimes,Poor,5,3rd Year,South,2025
359,20,Female,Undergraduate,France,4.2,Instagram,No,7.8,7,In Relationship,2,5,Other,2,Laptop,Sometimes,Excellent,5,1st Year,East,2020
360,22,Male,Graduate,Canada,5,Whatsapp,Yes,7.2,6,Single,3,7,Socializing,1,Tablet,Yes,Poor,5,4th Year,Central,2024
361,19,Female,Undergraduate,Spain,4.8,Instagram,Yes,7.1,6,Single,3,7,Education,1,Desktop,Yes,Average,2,3rd Year,West,2022
